row_id,source_dataset,label,display_name,split,source_relative_path,split_relative_path,original_class_folder,filename,copied
11,Stanford Dogs / ImageNet Dogs,boxer,Boxer,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer\n02108089_2526.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\boxer\n02108089-boxer__n02108089_2526.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer,n02108089_2526.jpg,true
12,Stanford Dogs / ImageNet Dogs,boxer,Boxer,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer\n02108089_3258.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\boxer\n02108089-boxer__n02108089_3258.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer,n02108089_3258.jpg,true
13,Stanford Dogs / ImageNet Dogs,boxer,Boxer,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer\n02108089_1.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\boxer\n02108089-boxer__n02108089_1.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer,n02108089_1.jpg,true
14,Stanford Dogs / ImageNet Dogs,boxer,Boxer,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer\n02108089_9045.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\boxer\n02108089-boxer__n02108089_9045.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer,n02108089_9045.jpg,true
15,Stanford Dogs / ImageNet Dogs,boxer,Boxer,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer\n02108089_522.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\boxer\n02108089-boxer__n02108089_522.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer,n02108089_522.jpg,true
16,Stanford Dogs / ImageNet Dogs,boxer,Boxer,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer\n02108089_1511.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\boxer\n02108089-boxer__n02108089_1511.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer,n02108089_1511.jpg,true
17,Stanford Dogs / ImageNet Dogs,boxer,Boxer,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer\n02108089_1626.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\boxer\n02108089-boxer__n02108089_1626.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer,n02108089_1626.jpg,true
18,Stanford Dogs / ImageNet Dogs,boxer,Boxer,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer\n02108089_5614.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\boxer\n02108089-boxer__n02108089_5614.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer,n02108089_5614.jpg,true
19,Stanford Dogs / ImageNet Dogs,boxer,Boxer,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer\n02108089_7319.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\boxer\n02108089-boxer__n02108089_7319.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer,n02108089_7319.jpg,true
20,Stanford Dogs / ImageNet Dogs,boxer,Boxer,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer\n02108089_3236.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\boxer\n02108089-boxer__n02108089_3236.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer,n02108089_3236.jpg,true
21,Stanford Dogs / ImageNet Dogs,boxer,Boxer,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer\n02108089_10229.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\boxer\n02108089-boxer__n02108089_10229.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer,n02108089_10229.jpg,true
22,Stanford Dogs / ImageNet Dogs,boxer,Boxer,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer\n02108089_6008.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\boxer\n02108089-boxer__n02108089_6008.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer,n02108089_6008.jpg,true
23,Stanford Dogs / ImageNet Dogs,boxer,Boxer,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer\n02108089_1690.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\boxer\n02108089-boxer__n02108089_1690.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer,n02108089_1690.jpg,true
24,Stanford Dogs / ImageNet Dogs,boxer,Boxer,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer\n02108089_2718.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\boxer\n02108089-boxer__n02108089_2718.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer,n02108089_2718.jpg,true
25,Stanford Dogs / ImageNet Dogs,boxer,Boxer,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer\n02108089_4989.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\boxer\n02108089-boxer__n02108089_4989.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer,n02108089_4989.jpg,true
26,Stanford Dogs / ImageNet Dogs,boxer,Boxer,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer\n02108089_6295.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\boxer\n02108089-boxer__n02108089_6295.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer,n02108089_6295.jpg,true
27,Stanford Dogs / ImageNet Dogs,boxer,Boxer,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer\n02108089_2953.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\boxer\n02108089-boxer__n02108089_2953.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer,n02108089_2953.jpg,true
28,Stanford Dogs / ImageNet Dogs,boxer,Boxer,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer\n02108089_1031.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\boxer\n02108089-boxer__n02108089_1031.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer,n02108089_1031.jpg,true
29,Stanford Dogs / ImageNet Dogs,boxer,Boxer,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer\n02108089_14659.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\boxer\n02108089-boxer__n02108089_14659.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer,n02108089_14659.jpg,true
30,Stanford Dogs / ImageNet Dogs,boxer,Boxer,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer\n02108089_6583.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\boxer\n02108089-boxer__n02108089_6583.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer,n02108089_6583.jpg,true
31,Stanford Dogs / ImageNet Dogs,boxer,Boxer,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer\n02108089_3557.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\boxer\n02108089-boxer__n02108089_3557.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer,n02108089_3557.jpg,true
32,Stanford Dogs / ImageNet Dogs,boxer,Boxer,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer\n02108089_3400.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\boxer\n02108089-boxer__n02108089_3400.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer,n02108089_3400.jpg,true
33,Stanford Dogs / ImageNet Dogs,boxer,Boxer,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer\n02108089_959.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\boxer\n02108089-boxer__n02108089_959.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer,n02108089_959.jpg,true
34,Stanford Dogs / ImageNet Dogs,boxer,Boxer,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer\n02108089_13738.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\boxer\n02108089-boxer__n02108089_13738.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer,n02108089_13738.jpg,true
35,Stanford Dogs / ImageNet Dogs,boxer,Boxer,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer\n02108089_813.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\boxer\n02108089-boxer__n02108089_813.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer,n02108089_813.jpg,true
36,Stanford Dogs / ImageNet Dogs,boxer,Boxer,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer\n02108089_1159.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\boxer\n02108089-boxer__n02108089_1159.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer,n02108089_1159.jpg,true
37,Stanford Dogs / ImageNet Dogs,boxer,Boxer,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer\n02108089_836.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\boxer\n02108089-boxer__n02108089_836.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer,n02108089_836.jpg,true
38,Stanford Dogs / ImageNet Dogs,boxer,Boxer,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer\n02108089_7456.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\boxer\n02108089-boxer__n02108089_7456.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer,n02108089_7456.jpg,true
39,Stanford Dogs / ImageNet Dogs,boxer,Boxer,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer\n02108089_6429.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\boxer\n02108089-boxer__n02108089_6429.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer,n02108089_6429.jpg,true
40,Stanford Dogs / ImageNet Dogs,boxer,Boxer,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer\n02108089_5977.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\boxer\n02108089-boxer__n02108089_5977.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer,n02108089_5977.jpg,true
41,Stanford Dogs / ImageNet Dogs,boxer,Boxer,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer\n02108089_6418.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\boxer\n02108089-boxer__n02108089_6418.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer,n02108089_6418.jpg,true
42,Stanford Dogs / ImageNet Dogs,boxer,Boxer,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer\n02108089_2917.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\boxer\n02108089-boxer__n02108089_2917.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer,n02108089_2917.jpg,true
43,Stanford Dogs / ImageNet Dogs,boxer,Boxer,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer\n02108089_3669.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\boxer\n02108089-boxer__n02108089_3669.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer,n02108089_3669.jpg,true
44,Stanford Dogs / ImageNet Dogs,boxer,Boxer,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer\n02108089_3395.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\boxer\n02108089-boxer__n02108089_3395.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer,n02108089_3395.jpg,true
45,Stanford Dogs / ImageNet Dogs,boxer,Boxer,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer\n02108089_4440.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\boxer\n02108089-boxer__n02108089_4440.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer,n02108089_4440.jpg,true
46,Stanford Dogs / ImageNet Dogs,boxer,Boxer,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer\n02108089_7431.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\boxer\n02108089-boxer__n02108089_7431.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer,n02108089_7431.jpg,true
47,Stanford Dogs / ImageNet Dogs,boxer,Boxer,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer\n02108089_11687.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\boxer\n02108089-boxer__n02108089_11687.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer,n02108089_11687.jpg,true
48,Stanford Dogs / ImageNet Dogs,boxer,Boxer,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer\n02108089_2723.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\boxer\n02108089-boxer__n02108089_2723.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer,n02108089_2723.jpg,true
49,Stanford Dogs / ImageNet Dogs,boxer,Boxer,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer\n02108089_2355.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\boxer\n02108089-boxer__n02108089_2355.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer,n02108089_2355.jpg,true
50,Stanford Dogs / ImageNet Dogs,boxer,Boxer,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer\n02108089_1675.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\boxer\n02108089-boxer__n02108089_1675.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer,n02108089_1675.jpg,true
51,Stanford Dogs / ImageNet Dogs,boxer,Boxer,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer\n02108089_200.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\boxer\n02108089-boxer__n02108089_200.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer,n02108089_200.jpg,true
52,Stanford Dogs / ImageNet Dogs,boxer,Boxer,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer\n02108089_2670.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\boxer\n02108089-boxer__n02108089_2670.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer,n02108089_2670.jpg,true
53,Stanford Dogs / ImageNet Dogs,boxer,Boxer,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer\n02108089_2367.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\boxer\n02108089-boxer__n02108089_2367.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer,n02108089_2367.jpg,true
54,Stanford Dogs / ImageNet Dogs,boxer,Boxer,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer\n02108089_931.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\boxer\n02108089-boxer__n02108089_931.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer,n02108089_931.jpg,true
55,Stanford Dogs / ImageNet Dogs,boxer,Boxer,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer\n02108089_2007.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\boxer\n02108089-boxer__n02108089_2007.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer,n02108089_2007.jpg,true
56,Stanford Dogs / ImageNet Dogs,boxer,Boxer,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer\n02108089_2791.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\boxer\n02108089-boxer__n02108089_2791.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer,n02108089_2791.jpg,true
57,Stanford Dogs / ImageNet Dogs,boxer,Boxer,validation,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer\n02108089_1410.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\validation\boxer\n02108089-boxer__n02108089_1410.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer,n02108089_1410.jpg,true
58,Stanford Dogs / ImageNet Dogs,boxer,Boxer,validation,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer\n02108089_5599.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\validation\boxer\n02108089-boxer__n02108089_5599.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer,n02108089_5599.jpg,true
59,Stanford Dogs / ImageNet Dogs,boxer,Boxer,validation,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer\n02108089_2106.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\validation\boxer\n02108089-boxer__n02108089_2106.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer,n02108089_2106.jpg,true
60,Stanford Dogs / ImageNet Dogs,boxer,Boxer,validation,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer\n02108089_117.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\validation\boxer\n02108089-boxer__n02108089_117.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer,n02108089_117.jpg,true
61,Stanford Dogs / ImageNet Dogs,boxer,Boxer,validation,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer\n02108089_12827.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\validation\boxer\n02108089-boxer__n02108089_12827.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer,n02108089_12827.jpg,true
62,Stanford Dogs / ImageNet Dogs,boxer,Boxer,validation,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer\n02108089_78.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\validation\boxer\n02108089-boxer__n02108089_78.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer,n02108089_78.jpg,true
63,Stanford Dogs / ImageNet Dogs,boxer,Boxer,validation,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer\n02108089_1672.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\validation\boxer\n02108089-boxer__n02108089_1672.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer,n02108089_1672.jpg,true
64,Stanford Dogs / ImageNet Dogs,boxer,Boxer,validation,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer\n02108089_1072.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\validation\boxer\n02108089-boxer__n02108089_1072.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer,n02108089_1072.jpg,true
65,Stanford Dogs / ImageNet Dogs,boxer,Boxer,validation,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer\n02108089_3248.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\validation\boxer\n02108089-boxer__n02108089_3248.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer,n02108089_3248.jpg,true
66,Stanford Dogs / ImageNet Dogs,boxer,Boxer,validation,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer\n02108089_9076.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\validation\boxer\n02108089-boxer__n02108089_9076.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer,n02108089_9076.jpg,true
67,Stanford Dogs / ImageNet Dogs,boxer,Boxer,validation,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer\n02108089_149.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\validation\boxer\n02108089-boxer__n02108089_149.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer,n02108089_149.jpg,true
68,Stanford Dogs / ImageNet Dogs,boxer,Boxer,validation,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer\n02108089_995.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\validation\boxer\n02108089-boxer__n02108089_995.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer,n02108089_995.jpg,true
69,Stanford Dogs / ImageNet Dogs,boxer,Boxer,test,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer\n02108089_2740.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\test\boxer\n02108089-boxer__n02108089_2740.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer,n02108089_2740.jpg,true
70,Stanford Dogs / ImageNet Dogs,boxer,Boxer,test,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer\n02108089_3162.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\test\boxer\n02108089-boxer__n02108089_3162.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer,n02108089_3162.jpg,true
71,Stanford Dogs / ImageNet Dogs,boxer,Boxer,test,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer\n02108089_7853.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\test\boxer\n02108089-boxer__n02108089_7853.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer,n02108089_7853.jpg,true
72,Stanford Dogs / ImageNet Dogs,boxer,Boxer,test,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer\n02108089_4002.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\test\boxer\n02108089-boxer__n02108089_4002.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer,n02108089_4002.jpg,true
73,Stanford Dogs / ImageNet Dogs,boxer,Boxer,test,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer\n02108089_1367.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\test\boxer\n02108089-boxer__n02108089_1367.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer,n02108089_1367.jpg,true
74,Stanford Dogs / ImageNet Dogs,boxer,Boxer,test,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer\n02108089_4486.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\test\boxer\n02108089-boxer__n02108089_4486.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer,n02108089_4486.jpg,true
75,Stanford Dogs / ImageNet Dogs,boxer,Boxer,test,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer\n02108089_12232.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\test\boxer\n02108089-boxer__n02108089_12232.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer,n02108089_12232.jpg,true
76,Stanford Dogs / ImageNet Dogs,boxer,Boxer,test,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer\n02108089_11032.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\test\boxer\n02108089-boxer__n02108089_11032.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer,n02108089_11032.jpg,true
77,Stanford Dogs / ImageNet Dogs,boxer,Boxer,test,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer\n02108089_13898.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\test\boxer\n02108089-boxer__n02108089_13898.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer,n02108089_13898.jpg,true
78,Stanford Dogs / ImageNet Dogs,boxer,Boxer,test,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer\n02108089_922.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\test\boxer\n02108089-boxer__n02108089_922.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer,n02108089_922.jpg,true
