visualization,record_id,label,x,y,source_text,interpretation_use
PCA_2D_numeric_reference,2,setosa,-2.3642290538903006,-0.3419080238846759,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,3,setosa,-2.2993842170427077,-0.5973945076746754,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,4,setosa,-2.389842166313845,0.6468353829020278,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,5,setosa,-2.0756309481765127,1.489177523321168,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,6,setosa,-2.444028835134153,0.04764419763001466,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,7,setosa,-2.232847158872015,0.22314807268959236,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,8,setosa,-2.334640477907621,-1.1153276754616663,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,9,setosa,-2.184328174933942,-0.46901356140237543,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,10,setosa,-2.166310100701323,1.0436906530538608,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,11,setosa,-2.3261308664426985,0.13307833523923207,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,12,setosa,-2.218450898822409,-0.7286761653165706,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,13,setosa,-2.633100695765228,-0.9615067291701629,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,14,setosa,-2.198740603266691,1.860057113293933,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,15,setosa,-2.262214531601023,2.686284485110594,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,16,setosa,-2.2075876958245932,1.4836093631555738,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,17,setosa,-2.1903495091922993,0.4888383164863283,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,18,setosa,-1.8985719958028429,1.4050187944665506,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,19,setosa,-2.3433690530749938,1.127849381908477,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,20,setosa,-1.914322996082568,0.40885570775590696,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,21,setosa,-2.207012843194799,0.9241214267468991,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,22,setosa,-2.7743447029273325,0.4583436677529162,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,23,setosa,-1.8186695286958494,0.08555852628736653,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,24,setosa,-2.2271633057066387,0.13725445536342765,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,25,setosa,-1.9518463309003757,-0.6256185877766763,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,26,setosa,-2.0511513727294157,0.24216355266166764,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,27,setosa,-2.168577174654217,0.5271495253082681,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,28,setosa,-2.1395634513013317,0.31321781013995253,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,29,setosa,-2.2652614931542403,-0.3377319037604803,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,30,setosa,-2.140122135647984,-0.5045406901415181,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,31,setosa,-1.8315947706760287,0.42369506760378667,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,32,setosa,-2.6149479358589356,1.7935758561044297,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,33,setosa,-2.446177391696516,2.1507278773929257,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,34,setosa,-2.109974875318652,-0.4602018414370371,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,35,setosa,-2.2078088990782656,-0.20610739768843636,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,36,setosa,-2.0451462067542017,0.661558111463109,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,37,setosa,-2.5273319131704866,0.5922927741908103,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,38,setosa,-2.4296325750845456,-0.9041800403761479,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,39,setosa,-2.169710711630664,0.26887896143547146,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,40,setosa,-2.2864751433456707,0.4417153876990508,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,41,setosa,-1.8581224563735703,-2.3374151575533486,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,42,setosa,-2.553638395614356,-0.4791006901223138,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,43,setosa,-1.964447683763741,0.47232666771926146,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,44,setosa,-2.1370590058116234,1.1422292620394094,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,45,setosa,-2.0697442995918296,-0.7110527253858939,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,46,setosa,-2.3847331657782633,1.1204297019845373,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,47,setosa,-2.394376314219633,-0.38624687258915685,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,48,setosa,-2.229446547942675,0.9979597643079811,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,49,setosa,-2.2038334355191305,0.00921635752127674,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,50,versicolor,1.1017811830529478,0.8629724182621593,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,51,versicolor,0.7313374253960876,0.5946147256694249,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,52,versicolor,1.2409793195158314,0.6162976544374986,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,53,versicolor,0.40748305881738645,-1.7544039893234111,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,54,versicolor,1.0754747006090788,-0.2084210460509656,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,55,versicolor,0.38868733653566573,-0.5932836359900756,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,56,versicolor,0.746529741329161,0.7730193120985966,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,57,versicolor,-0.4873227421256384,-1.852429086857575,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,58,versicolor,0.9279016383549458,0.03222607789115388,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,59,versicolor,0.011426188736981176,-1.0340182751294413,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,60,versicolor,-0.11019628000062735,-2.6540728185365654,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,61,versicolor,0.44069344898307883,-0.06329518843800157,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,62,versicolor,0.5621083064431802,-1.7647243806169457,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,63,versicolor,0.7195618886754972,-0.18622460583150596,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,64,versicolor,-0.033354703178771684,-0.4390032099816249,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,65,versicolor,0.8754071908577378,0.5090639567734088,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,66,versicolor,0.35025166799508334,-0.19631173455144438,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,67,versicolor,0.15881004754797204,-0.7920957424327216,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,68,versicolor,1.2250936335624332,-1.6222438030915025,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,69,versicolor,0.16491789938632828,-1.3026092302957732,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,70,versicolor,0.7376826487712587,0.3965715619602388,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,71,versicolor,0.47628719094097205,-0.417320281213551,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,72,versicolor,1.2341780976571501,-0.9333257287992789,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,73,versicolor,0.6328581997098226,-0.4163877208890997,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,74,versicolor,0.7026611831361828,-0.06341181972480003,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,75,versicolor,0.8742736538812906,0.25079339290061226,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,76,versicolor,1.2565091165418842,-0.07725601969586897,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,77,versicolor,1.3584051214406323,0.3313116817908981,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,78,versicolor,0.6648003672253954,-0.22592785469484383,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,79,versicolor,-0.040258610900594634,-1.0587185465539088,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,80,versicolor,0.13079517549786174,-1.562271834209968,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,81,versicolor,0.02345268897055189,-1.5724755942167048,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,82,versicolor,0.24153827295451166,-0.777256382584842,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,83,versicolor,1.0610946088426152,-0.6338432447349475,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,84,versicolor,0.22397877351238035,-0.28777351204320273,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,85,versicolor,0.42913911551616074,0.8455822409050787,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,86,versicolor,1.0487280512090877,0.5220517968629428,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,87,versicolor,1.0445313843962805,-1.3829887191907821,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,88,versicolor,0.06958832111642342,-0.21950333464771524,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,89,versicolor,0.2834772382875765,-1.329324639069577,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,90,versicolor,0.27907777605546197,-1.1200285237424041,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,91,versicolor,0.624569791498572,0.02492302925401254,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,92,versicolor,0.33653037013143666,-0.9884040176703605,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,93,versicolor,-0.362183384619382,-2.0192378732386125,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,94,versicolor,0.28858623882315826,-0.8557303199870668,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,95,versicolor,0.09136065565450581,-0.18119212582577546,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,96,versicolor,0.22771686553470066,-0.3849200809873541,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,97,versicolor,0.5763882886534792,-0.15487359721655886,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,98,versicolor,-0.44766701902861067,-1.5437920343977565,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,99,versicolor,0.2567305888875854,-0.5988517961556697,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,100,virginica,1.8445688677230299,0.8704213123248229,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,101,virginica,1.157881613205781,-0.698869862330691,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,102,virginica,2.205266791075379,0.5620104770083555,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,103,virginica,1.4401506638275405,-0.046987588105806936,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,104,virginica,1.8678122203305385,0.29504482445701946,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,105,virginica,2.7518733356662777,0.8004092010275421,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,106,virginica,0.3670176878607259,-1.5615028914765068,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,107,virginica,2.3024394446251977,0.4200655796427763,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,108,virginica,2.006686467676607,-0.7114386535471595,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,109,virginica,2.2597773490125004,1.921010376459887,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,110,virginica,1.3641754921860083,0.692756454490387,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,111,virginica,1.6026786704779317,-0.42170044977261756,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,112,virginica,1.8839007017032434,0.4192496506051234,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,113,virginica,1.2601150991975092,-1.1622604214064645,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,114,virginica,1.4676452010173253,-0.4422715873770831,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,115,virginica,1.5900773176145666,0.67624480572332,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,116,virginica,1.471431461133319,0.2556218244714703,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,117,virginica,2.4263289873157006,2.556661250795493,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,118,virginica,3.310695583933889,0.017780949320626623,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,119,virginica,1.2637666736398299,-1.7067453803762687,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,120,virginica,2.0377163014694055,0.9104674096183109,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,121,virginica,0.9779807342494228,-0.5717643248129924,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,122,virginica,2.89765149073417,0.4136410595956475,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,123,virginica,1.33323217597321,-0.48181121864942966,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,124,virginica,1.7007338974912176,1.0139218673227914,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,125,virginica,1.9543267058530716,1.0077775961534525,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,126,virginica,1.1751036315549335,-0.31639447230979134,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,127,virginica,1.0209505506957919,0.0643460292395616,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,128,virginica,1.7883499201796669,-0.18736121459082922,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,129,virginica,1.8636475533282617,0.5622907258861446,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,130,virginica,2.4359537279227044,0.2592844331442802,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,131,virginica,2.3049277218317643,2.6263234682323793,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,132,virginica,1.862703219794957,-0.17854949462549083,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,133,virginica,1.1141477406864755,-0.2929226233357317,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,134,virginica,1.2024733016783922,-0.8113152708396694,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,135,virginica,2.7987704475781086,0.8568033294971055,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,136,virginica,1.5762559101947546,1.0685811073208074,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,137,virginica,1.3462921036270625,0.4224306108525082,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,138,virginica,0.92482491654242,0.017223100452283896,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,139,virginica,1.8520450517676708,0.6761281744365215,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,140,virginica,2.0148104299548764,0.6138856369235748,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,141,virginica,1.90178409026219,0.6895754942430027,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,142,virginica,1.157881613205781,-0.698869862330691,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,143,virginica,2.0405582280520935,0.8675206009552283,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,144,virginica,1.9981470959523768,1.0491687471841449,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,145,virginica,1.8705032929564116,0.3869660816657254,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,146,virginica,1.5645804830303294,-0.8966868088965267,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,147,virginica,1.5211704996278386,0.2690691442779515,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,148,virginica,1.3727877895140734,1.0112544185267927,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
PCA_2D_numeric_reference,149,virginica,0.9606560300371286,-0.02433166816939971,built-in numeric reference dataset used for projection methodology,Reference visualization for how PCA separates numeric classes after scaling.
Isomap_2D_numeric_reference,0,setosa,5.205122853718061,-0.1612739764034693,built-in numeric reference dataset used for manifold methodology,Reference visualization for local neighborhood geometry; useful but not production preprocessing.
Isomap_2D_numeric_reference,1,setosa,3.993635806045287,-0.0863695598131081,built-in numeric reference dataset used for manifold methodology,Reference visualization for local neighborhood geometry; useful but not production preprocessing.
Isomap_2D_numeric_reference,2,setosa,4.348610220539304,-0.08491565363728014,built-in numeric reference dataset used for manifold methodology,Reference visualization for local neighborhood geometry; useful but not production preprocessing.
Isomap_2D_numeric_reference,3,setosa,4.055820690516954,-0.06434203869304173,built-in numeric reference dataset used for manifold methodology,Reference visualization for local neighborhood geometry; useful but not production preprocessing.
Isomap_2D_numeric_reference,4,setosa,5.4637320293725615,-0.17194705833190932,built-in numeric reference dataset used for manifold methodology,Reference visualization for local neighborhood geometry; useful but not production preprocessing.
Isomap_2D_numeric_reference,5,setosa,6.5560163951693236,-0.21273237972017314,built-in numeric reference dataset used for manifold methodology,Reference visualization for local neighborhood geometry; useful but not production preprocessing.
Isomap_2D_numeric_reference,6,setosa,4.783126833008951,-0.10576249597517835,built-in numeric reference dataset used for manifold methodology,Reference visualization for local neighborhood geometry; useful but not production preprocessing.
